Nombre del Programa,Nombre de la modalidad/Categoría (si aplica) ,Institución a cargo,Características del apoyo,Entrega del apoyo,Descripción del programa,Dato de contacto para pedir informes[formateado],Dato de contacto para pedir informes,Clasificación por prioridad,Profesionista,Necesidad,Tradicional,Lifestyle,Cultural,Emp Social,Alto impacto,Aún no existe,Start up,Crecimiento,Consolidación
Distintivo H,,SECTUR,Certificación,Certificación,"El Distintivo ""H"", es un reconocimiento que otorgan la Secretaría de Turismo y la Secretaría de Salud, a aquellos establecimientos fijos de alimentos y bebidas: (restaurantes en general, restaurantes de hoteles, cafeterías, fondas etc.), por cumplir con los estándares de higiene que marca la Norma Mexicana NMX-F605 NORMEX 2004.","NOMBRE Lic. Hassibe Osman Dewitt CARGO Directora de Calidad y Competitividad Turística EMPRESA Dirección General de Servicios Turísticos de la Secretaría de Turismo del Gobierno del Distrito Federal. DIRECCIÓN Av. Nuevo León No. 56, 9º Piso. COLONIA Hipódromo Condesa C.P. 06100 CIUDAD México ESTADO Distrito Federal TELÉFONO 52120260 al 62 Ext. 2402 FAX 52120250 al 62 Ext. 2107 CORREO ELECTRÓNICO hassibeod@mexicocity.gob.mx ","NOMBRE Lic. Hassibe Osman Dewitt 
CARGO Directora de Calidad y Competitividad Turística 
EMPRESA Dirección General de Servicios Turísticos de la Secretaría de Turismo del Gobierno del Distrito Federal. 
DIRECCIÓN Av. Nuevo León No. 56, 9º Piso. 
COLONIA Hipódromo Condesa 
C.P. 06100 
CIUDAD México 
ESTADO Distrito Federal 
TELÉFONO 52120260 al 62 Ext. 2402 
FAX 52120250 al 62 Ext. 2107 
CORREO ELECTRÓNICO hassibeod@mexicocity.gob.mx ",Incrementar la productividad/ Mejorar procesos,0,0,1,1,0,0,0,0,1,1,1
Programa de Apoyo a Emprendedores y MiPyMEs de Correos de México,,Correos de México,Otro - Mensajería,Servicio,"Proporciona servicios de Propaganda Comercial y Mexpost a los emprendedores y MiPyMEs de manera que tengan una difusión adecuada de sus servicios, productos o mercancías, así como la disponibilidad de redes para la distribución y entrega a distancia.",Nombre: Luis Ramón Sarrapy PriedeCargo: Subdirector de Ventas CorporativasTeléfono: 5130-4100 ext: 15108Correo electrónico: lsarrapy@correosdemexico.gob.mx,"Nombre: Luis Ramón Sarrapy Priede
Cargo: Subdirector de Ventas Corporativas
Teléfono: 5130-4100 ext: 15108
Correo electrónico: lsarrapy@correosdemexico.gob.mx",Incrementar la productividad/ Mejorar procesos,1,0,1,1,1,1,1,0,1,1,1
Fomento a la Agricultura,PROAGRO Productivo,Sagarpa,"Activo fijo
Capital de trabajo y otros",Subsidio,Otorga apoyo económico para impulsar la productividad agrícola.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Incrementar la productividad/ Mejorar procesos,0,1,1,0,0,1,1,0,1,1,1
Fomento a la Agricultura,Incentivos para Productores de Maíz y Frijol (PIMAF),Sagarpa,"Activo fijo
Capital de trabajo y otros
Consultoría",Subsidio,Otorga apoyo económico destinado a la compra de paquetes tecnológicos que permitan incrementar la productividad en áreas de cultivo de maíz y frijol.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Incrementar la productividad/ Mejorar procesos,0,0,1,0,0,1,1,0,1,1,1
Productividad y Competitividad Agroalimentaria,Productividad Agroalimentaria,Sagarpa,"Activo fijo
Consultoría",Subsidio,Otorga apoyo económico a proyectos agropecuarios y pesqueros que buscan incrementar y modernizar su capacidad de procesamiento. El apoyo puede ser destinado a la contratación de asistencia técnica o a la adquisición de infraestructura y equipamiento.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Incrementar la productividad/ Mejorar procesos,0,0,1,0,0,1,1,0,1,1,1
Programa de Sanidad e Inocuidad Agroalimentaria,,Sagarpa,"Asesoría/Capacitación
Consultoría
Investigación & Desarrollo
Otros",Subsidio,"Otorga apoyo económico destinado al fortalecimiento de la sanidad e inocuidad del sector agropecuario. Dependiendo de la modalidad, los recursos pueden utilizarse principalmente en la investigación, capacitación e implementación de planes de sanidad.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Incrementar la productividad/ Mejorar procesos,0,1,1,0,0,1,1,1,1,1,1
Programa Integral de Desarrollo Rural,Desarrollo Integral de Cadenas de Valor ,Sagarpa,"Activo fijo
Asesoría/Capacitación
Capital de trabajo y otros
Consultoría",Subsidio,"Otorga apoyo económico a pequeños productores y empresas que buscan incrementar su productividad. El apoyo puede ser destinados a diversos rubros: asistencia técnica, adquisición de equipamiento y Capital de trabajo, entre otros.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Incrementar la productividad/ Mejorar procesos,0,1,1,0,0,1,1,0,1,1,1
Apoyos a la Microindustria y a la Actividad Artesanal,,SEDECO,Certificación,Certificación,"Entrega de Cédula de acreditación a empresas microindustriales o artesanales. Con esta cédula, las empresas tienen acceso a beneficios como: menores requisitos en el caso de trámites en materia ambiental, acceso a programas de fomento económico, entre otros. El programa es apoyado por CANACINTRA, CANACO y CANIRAC.",Secretaría de Desarrollo Económico Av. Cuauhtémoc 899 Col. Narvarte C.P. 03020 México D.F.56 82 20 96email: oip@sedecodf.gob.mx,"Secretaría de Desarrollo Económico 
Av. Cuauhtémoc 899 Col. Narvarte C.P. 03020 México D.F.
56 82 20 96
email: oip@sedecodf.gob.mx",Entrar a la formalidad.,1,1,1,0,1,1,0,0,1,0,0
Visto Bueno de Contrato Constitutivo de Sociedades de Responsabilidad Limitada Microindustriales o Artesanales o sus Modificaciones,,SEDECO,Trámites,Servicio ,Trámite gratuito que permite la constitución legal de una sociedad o persona moral eximiéndola de los gastos de protocolización ante notario público. ,Secretaría de Desarrollo Económico Av. Cuauhtémoc 899 Col. Narvarte C.P. 03020 México D.F.56 82 20 96email: oip@sedecodf.gob.mx,"Secretaría de Desarrollo Económico 
Av. Cuauhtémoc 899 Col. Narvarte C.P. 03020 México D.F.
56 82 20 96
email: oip@sedecodf.gob.mx",Entrar a la formalidad.,1,1,1,0,1,1,0,0,1,0,0
Incentivos fiscales,Inicio de operaciones en sectores de alta tecnología,SEDECO,Incentivos fiscales,Subsidio,Otorga incentivos fiscales a empresas de alta tecnología que incian operaciones.,Teléfono. 5682 2096 ext. 126 y 318 correo: jessica.rodriguez@sedecodf.gob.mx,"Teléfono. 5682 2096 ext. 126 y 318 
correo: jessica.rodriguez@sedecodf.gob.mx",Entrar a la formalidad.,0,0,0,0,0,0,1,1,1,0,0
Incentivos fiscales,Adquisición de local en espacios comerciales,SEDECO,Incentivos fiscales,Subsidio,Otorga incentivos fiscales a comerciantes de la vía pública para que adquieran un local en espacios comerciales.,Teléfono. 5682 2096 ext. 126 y 318 correo: jessica.rodriguez@sedecodf.gob.mx,"Teléfono. 5682 2096 ext. 126 y 318 
correo: jessica.rodriguez@sedecodf.gob.mx",Entrar a la formalidad.,0,1,1,0,0,0,0,0,1,1,0
"Fortalecimiento Competitivo de Microempresas participantes en el régimen de 
Incorporación Fiscal",,INADEM,"Activo fijo
Consultoría",Subsidio,Otorga apoyo económico para facilitar la incorporación fiscal de MiPyMEs (principalmente REPECOS). El apoyo económico puede ser utilizado para la compra de equipamiento y/o software para integrar soluciones de factura electrónica o para la contratación de servicios de consultoría contable.,"Call Center de atención a dudas 01-800-7INADEM Víctor Manuel Sandoval Rivera Av. Insurgentes Sur 1940, piso 10 Col. Florida, México, D.F. Tel. 52296100 Ext. 32035 e-mail: victor.sandoval@economia.gob.mx","Call Center de atención a dudas 01-800-7INADEM 
Víctor Manuel Sandoval Rivera 
Av. Insurgentes Sur 1940, piso 10 
Col. Florida, México, D.F. 
Tel. 52296100 Ext. 32035 
e-mail: victor.sandoval@economia.gob.mx",Entrar a la formalidad.,1,0,1,1,1,1,0,0,1,1,1
Cursos para Cooperativas -  Certificación,,Coyoacán,"Asesoría/Capacitación
Certificación","Capacitación
Certificación",Imparte cursos para la formación de cooperativas y las certifica.,,,Entrar a la formalidad.,0,1,1,0,0,1,0,1,1,0,0
Oficina de Vinculación Empresarial,,Iztacalco,Asesoría/Capacitación,Capacitación,Brinda asesoría en temas de apertura de empresas y acceso a crédito.,Cindy Rodriguez Vargas56543133 ext. 3347,"Cindy Rodriguez Vargas
56543133 ext. 3347",Entrar a la formalidad.,0,1,1,1,1,1,0,1,1,0,0
Programa de Capacitación para el Impulso de la Economía Social  (CAPACITES),Subprograma capacitación para el trabajo (SCAPAT),STyFE,Asesoría/Capacitación,Capacitación,Brinda cursos de capacitación tanto a empleados de una empresa como a personas que buscan insertarse en el mercado laboral.," Secretaría de Trabajo y Fomento al Empleo del DFJosé María Izazaga No. 89, 5º pisoColonia Centro, CP 06010Cuauhtémoc, DF.5709-3222, 5709-1494 trabajo.gdf@gmail.com"," Secretaría de Trabajo y Fomento al Empleo del DF
José María Izazaga No. 89, 5º piso
Colonia Centro, CP 06010
Cuauhtémoc, DF.
5709-3222, 5709-1494 
trabajo.gdf@gmail.com",Capacitar al personal de la empresa.,1,1,1,0,0,0,0,1,1,1,1
Formación y Fortalecimiento de Capacidades Empresariales,,INADEM,"Asesoría/Capacitación
Consultoría",Subsidio,"Otorga apoyo económico a PyMEs que requieren capacitación y/o consultoría en temas como: mercadotecnica, logística, finanzas, entre otros.","Call Center de atención a dudas01(800) 08 32-666 opción 4Mario Díaz ObrajeroAv. Insurgentes Sur 1940, piso 10.Col. Florida, México, D.F.Tel. 52296100 Ext. 32163e-mail: mario.diaz@economia.gob.mx","Call Center de atención a dudas
01(800) 08 32-666 opción 4

Mario Díaz Obrajero

Av. Insurgentes Sur 1940, piso 10.
Col. Florida, México, D.F.

Tel. 52296100 Ext. 32163
e-mail: mario.diaz@economia.gob.mx",Capacitar al personal de la empresa.,0,0,"1c
1d","1c
1d","1c
1d",1,1,0,1,1,1
Programa para el Desarrollo de las Industrias de Alta Tecnología (PRODIAT),,Secretaría de Economía,"Asesoría/Capacitación
Certificación
Consultoría",Subsidio,Otorga apoyo económico a empresas que buscan capacitar y certificar a su personal en temas como proceso y propiedad industrial. El apoyo también puede ser destinado a la contratación de consultoría que fortalezca el capital humano o mejore los productos que ofrece la empresa.,Secretaría de EconomíaSubsecretaría de Industria y ComercioDirección General de Industrias Pesadas y de Alta TecnologíaAntonio Vigil RiveraTeléfono: (55) 5229 6100 Ext. 34439antonio.vigil@economia.gob.mxJudith Vianney Annett MagallanesTeléfono: (55) 5229 6100 Ext. 34415prodiat.judith@economia.gob.mx,"Secretaría de Economía
Subsecretaría de Industria y Comercio
Dirección General de Industrias Pesadas y de Alta Tecnología

Antonio Vigil Rivera
Teléfono: (55) 5229 6100 Ext. 34439
antonio.vigil@economia.gob.mx

Judith Vianney Annett Magallanes
Teléfono: (55) 5229 6100 Ext. 34415
prodiat.judith@economia.gob.mx",Capacitar al personal de la empresa.,0,0,0,0,0,1,1,0,1,1,1
Programa de Apoyo para la Productividad,Capacitación específica por competencias,STPS,Asesoría/Capacitación,Subsidio,Otorga apoyo económico para que las empresas capaciten a sus trabajadores.,"Oficinas de la Dirección General de Productividad Laboral y Fomento de la Empleabilidad, ubicadas en Reforma No. 93, piso 11, Colonia Tabacalera, México D.F. Teléfono 20005359.productividadlaboral@stps.gob.mx ","Oficinas de la Dirección General de Productividad Laboral y Fomento de la Empleabilidad, ubicadas en Reforma No. 93, 
piso 11, Colonia Tabacalera, México D.F. Teléfono 20005359.
productividadlaboral@stps.gob.mx ",Capacitar al personal de la empresa.,0,0,1d,0,0,1,1,0,0,1,1
Programa de Apoyo para la Productividad,Estímulos a la certificación de competencias laborales,STPS,Certificación ,Subsidio,Otorga apoyo económico para que los trabajadores obtengan certificaciones en diferentes competencias laborales.,"Oficinas de la Dirección General de Productividad Laboral y Fomento de la Empleabilidad, ubicadas en Reforma No. 93, piso 11, Colonia Tabacalera, México D.F. Teléfono 20005359.productividadlaboral@stps.gob.mx ","Oficinas de la Dirección General de Productividad Laboral y Fomento de la Empleabilidad, ubicadas en Reforma No. 93, 
piso 11, Colonia Tabacalera, México D.F. Teléfono 20005359.
productividadlaboral@stps.gob.mx ",Capacitar al personal de la empresa.,0,0,1d,0,0,1,1,0,0,1,1
"Programa de Autogestión en Seguridad y Salud en el Trabajo
(PASST)",,STPS,Asesoría/Capacitación,Capacitación,Otorga módulos de capacitación y asesoría en temas de seguridad y salud en el trabajo.,"Dirección General de Seguridad y Salud en el Trabajo    Lic. José Ignacio Villanueva Lagar   Av. Anillo Periférico Sur 4271,Edificio A, Nivel 5,Col. Fuentes del Pedregal, Del. Tlalpan, C.P. 14140 México, D.F.   dgsst@stps.gob.mx","Dirección General de Seguridad y Salud en el Trabajo    
Lic. José Ignacio Villanueva Lagar   
Av. Anillo Periférico Sur 4271,
Edificio A, Nivel 5,
Col. Fuentes del Pedregal, 
Del. Tlalpan, 
C.P. 14140 México, D.F.   
dgsst@stps.gob.mx",Capacitar al personal de la empresa.,0,0,1d,0,0,0,1,0,0,1,1
"Programa de Capacitación a Distancia para Trabajadores
(PROCADIST)",,STPS,Asesoría/Capacitación,Capacitación,Brinda cursos en línea para capacitar a los trabajadores en distintos temas.,Nombre: Lic. Felipe de Jesús Cuéllar Alejo Cargo: Director de Capacitación a Distancia Teléfono: (55) 2000 – 5100 ext. 3502 Correo electrónico: felipe.cuellar@stps.gob.mx http://procadist.stps.gob.mx/reglamento.html,"Nombre: Lic. Felipe de Jesús Cuéllar Alejo 
Cargo: Director de Capacitación a Distancia 
Teléfono: (55) 2000 – 5100 ext. 3502 
Correo electrónico: felipe.cuellar@stps.gob.mx 
http://procadist.stps.gob.mx/reglamento.html",Capacitar al personal de la empresa.,0,0,1d,0,0,0,1,0,0,1,1
Observatorio de la Capacitación.,,STPS,Asesoría/Capacitación,Vinculación,"Es un instrumento en línea que concentra y difunde la oferta nacional vigente, pública y privada de capacitación laboral.",Nombre: Lic. Felipe de Jesús Cuéllar Alejo Cargo: Director de Capacitación a Distancia Teléfono: (55) 2000 – 5100 ext. 3502 Correo electrónico: felipe.cuellar@stps.gob.mx http://observatoriodelacapacitacion.stps.gob.mx/oc/,"Nombre: Lic. Felipe de Jesús Cuéllar Alejo 
Cargo: Director de Capacitación a Distancia 
Teléfono: (55) 2000 – 5100 ext. 3502 
Correo electrónico: felipe.cuellar@stps.gob.mx 
http://observatoriodelacapacitacion.stps.gob.mx/oc/",Capacitar al personal de la empresa.,1,1,1,1,1,1,1,1,1,1,1
Sistema Nacional de Capacitación Para el Sector Turismo (SNCST),,STPS,Asesoría/Capacitación,Vinculación,Es un instrumento en línea que conentra y difunde la oferta y demanda de capacitación para el sector turismo.,Nombre: Lic. Felipe de Jesús Cuéllar Alejo Cargo: Director de Capacitación a Distancia Teléfono: (55) 2000 – 5100 ext. 3502 Correo electrónico: felipe.cuellar@stps.gob.mx http://sistemanacionaldecapacitacion-turismo.stps.gob.mx/sncst/turismo.html,"Nombre: Lic. Felipe de Jesús Cuéllar Alejo 
Cargo: Director de Capacitación a Distancia 
Teléfono: (55) 2000 – 5100 ext. 3502 
Correo electrónico: felipe.cuellar@stps.gob.mx 
http://sistemanacionaldecapacitacion-turismo.stps.gob.mx/sncst/turismo.html",Capacitar al personal de la empresa.,0,0,1d,0,0,0,1,0,0,1,1
Programa de Apoyo a la Competitividad de las PYMES Turísticas,"Programa de Calidad Moderniza (Distintivo ""M"")",SECTUR,Certificación,Capacitación,"Apoya a las MiPyMEs con capacitación que les permita alcanzar la certificación de Disintivo ""M"".","NOMBRE Lic. Hassibe Osman Dewitt CARGO Directora de Calidad y Competitividad Turística EMPRESA Dirección General de Servicios Turísticos de la Secretaría de Turismo del Gobierno del Distrito Federal. DIRECCIÓN Av. Nuevo León No. 56, 9º Piso. COLONIA Hipódromo Condesa C.P. 06100 CIUDAD México ESTADO Distrito Federal TELÉFONO 52120260 al 62 Ext. 2402 FAX 52120250 al 62 Ext. 2107 CORREO ELECTRÓNICO hassibeod@mexicocity.gob.mx ","NOMBRE Lic. Hassibe Osman Dewitt 
CARGO Directora de Calidad y Competitividad Turística 
EMPRESA Dirección General de Servicios Turísticos de la Secretaría de Turismo del Gobierno del Distrito Federal. 
DIRECCIÓN Av. Nuevo León No. 56, 9º Piso. 
COLONIA Hipódromo Condesa 
C.P. 06100 
CIUDAD México 
ESTADO Distrito Federal 
TELÉFONO 52120260 al 62 Ext. 2402 
FAX 52120250 al 62 Ext. 2107 
CORREO ELECTRÓNICO hassibeod@mexicocity.gob.mx ",Capacitar al personal de la empresa.,0,0,1,1,0,1,0,0,0,1,1
Productividad y Competitividad Agroalimentaria,Certificación para la Productividad Agroalimentaria,Sagarpa,"Asesoría/Capacitación
Capital de trabajo y otros
Certificación","Capacitación
Subsidio","Fomenta la certificación, acreditación, verificación y/o pruebas de productos orgánicos, así como el etiquetado y uso del Distintivo Nacional de los Productos Orgánicos. Ofrece capacitación, subsidio para la compra de insumos, entre otros apoyos.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Capacitar al personal de la empresa.,0,0,1,0,0,1,1,0,1,1,1
Programa de Apoyo a PyMEs,,Cuajimalpa,"Asesoría/Capacitación
Subsidio
Vinculación","Subsidio
Vinculación","Por medio del Tec de Monterrey, Campus Santa Fe, se imparten cursos de capacitación para impulsar negocios tradicionales. Además se otorga apoyo económico y se ofrece vinculación con fuentes de financiamiento.",Dirección de vinculación empresarial y de fomento cooperativo5276 6871,"Dirección de vinculación empresarial y de fomento cooperativo
5276 6871",Capacitar al personal de la empresa.,1,1,1,0,0,0,0,1,1,1,1
Programa de Pequeñas y Medianas Empresas,,Magdalena Contreras,"Asesoría/Capacitación
Comercialización","Capacitación 
Comercialización",Ofrece cursos para MiPyMEs y participación en ferias.,Lic. Erick Álvarez López/ Centro de Vinculación EmpresarialTel. 5449 – 6092   6092,"Lic. Erick Álvarez López/ Centro de Vinculación Empresarial
Tel. 5449 – 6092   6092",Capacitar al personal de la empresa.,0,1,1,0,0,0,0,0,1,1,0
Apoyo Económico para PyMEs,,Tlalpan,"Activo fijo
Asesoria/Capacitación
Capital de trabajo y otros","Capacitación
Subsidio","Ofrece cursos impartidos por Nafin y apoyo económico de hasta $25,000 para apoyar a las MiPyMEs de la delegación.
",Xochitl Castañeda 6363 5517xochitl.castaneda@tlalpan.gob.mx,"Xochitl Castañeda 
6363 5517
xochitl.castaneda@tlalpan.gob.mx
",Capacitar al personal de la empresa.,1,0,1,1,0,0,0,1,1,1,0
Centro de Innovación y Transferencia Tecnológica (alianza con Coparmex),,Iztapalapa,Asesoría/Capacitación,Capacitación,Ofrece cursos en temas de interés para MiPyMEs impartidos por personal del IPN.,"Aldama no. 63, Col. Barrio San Lucas, C.P. 09000, Delegación IztapalapaVíctor Manuel Alvarado GarcíaCoordinador de Desarrollo Sustentable54451149","Aldama no. 63, Col. Barrio San Lucas, C.P. 09000, Delegación Iztapalapa
Víctor Manuel Alvarado García
Coordinador de Desarrollo Sustentable
54451149
",Capacitar al personal de la empresa.,0,0,1,1,0,1,1,1,1,1,1
Cursos CANACO,,Tláhuac,Asesoría/Capacitación,Capacitación,Ofrece cursos en temas de interés para MiPyMEs impartidos por personal de la CANACO.,"Avenida Tláhuac S/N, Esq. Nicolás BravoMéxico D.FSubdirección de Fomento EconómicoTel. 58623250Guadalupe Murillo","Avenida Tláhuac S/N, Esq. Nicolás Bravo
México D.F
Subdirección de Fomento Económico
Tel. 58623250
Guadalupe Murillo",Capacitar al personal de la empresa.,0,1,1,0,0,0,0,1,1,1,0
Programa de Microcréditos para el Autoempleo.,,FONDESO,"Activo fijo
Capital de trabajo y otros y otros",Crédito,Otorga crédito para emprendedores que buscan iniciar un negocio. Para acceder al crédito es necesario reunir un grupo de 5 a 15 personas.,"Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.Teléfono: 5698 9060  Correo: fondeso@df.gob.mx","Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
Teléfono: 5698 9060  
Correo: fondeso@df.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,1,1,0,0,0,0,0,1,1,0,0
Programa de apoyo a la micro y pequeña empresa.,,FONDESO,"Activo fijo
Capital de trabajo y otros y otros",Crédito,"Otorga crédito a micro y pequeñas empresas. El crédito puede ser destinado a diferentes rubros como: insumos, gastos directos, nóminas, maquinaria, entre otros.","Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.Teléfono: 91 80 07 79 ó 91 80 07 91 ext. 121,124 y 126Correo: fondeso@df.gob.mx","Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
Teléfono: 91 80 07 79 ó 91 80 07 91 ext. 121,124 y 126
Correo: fondeso@df.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,1,0,1,0,0,0,0,1,1,1,0
Programa de financiamiento para la comercialización de productos rurales,,FONDESO,"Activo fijo
Capital de trabajo y otros",Crédito,"Otorga créditos para impulsar el desarrollo de proyectos rurales. El crédito puede ser destinado a distintos rubros como: insumos, mercancía, maquinaria, entre otros.","Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.Teléfono: 91 80 07 79 ó 91 80 07 91 ext. 121,124 y 126Correo: fondeso@df.gob.mx","Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
Teléfono: 91 80 07 79 ó 91 80 07 91 ext. 121,124 y 126
Correo: fondeso@df.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,0,0,1,1,1,1
Bancarización,,FONDESO,Asesoría/Capacitación,Capacitación,"Apoya a los micro, pequeños, y medianos empresarios para que accedan a créditos de la banca privada.","Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.Teléfono: 9180 0780, ext. 122Correo: fondeso@df.gob.mx","Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
Teléfono: 9180 0780, ext. 122
Correo: fondeso@df.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,1,0,1,1,1,1,1,1,1,1,1
Programa de Capacitación para el Impulso de la Economía Social  (CAPACITES),Subprograma fomento al autoempleo (SFA),STyFE,"Activo fijo
Capital de trabajo y otros",Subsidio,"Brinda mobiliario, maquinaria, equipo y/o herramienta sustancial a las personas que buscan desarrollar una actividad productiva por cuenta propia."," Secretaría de Trabajo y Fomento al Empleo del DFJosé María Izazaga No. 89, 5º pisoColonia Centro, CP 06010Cuauhtémoc, DF.5709-3222, 5709-1494 trabajo.gdf@gmail.com"," Secretaría de Trabajo y Fomento al Empleo del DF
José María Izazaga No. 89, 5º piso
Colonia Centro, CP 06010
Cuauhtémoc, DF.
5709-3222, 5709-1494 
trabajo.gdf@gmail.com",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,0,0,1,1,0,0
Programa de Creación y Fomento de Sociedades Cooperativas,,Sistema Estatal para el Desarrollo Integral de la Familia,"Activo fijo
Asesoría/Capacitación
Capital de trabajo y otros","Subsidio
Capacitación","Apoya la creación de sociedades cooperativas con actividades productivas de agua y confección. El apoyo en especie incluye○ 1'600,000 garrafones y/o 9 kits de maquinaria. Además se brinda asesoría legal, administrativa y técnica para la creación, fomento y conservación de autoempleos.","Subdirección de Operación y Fomento de CooperativasProl. Xochicalco 1000 Edif. B, planta baja, Col. Santa Cruz Atoyac, Delegación Benito Juárez, C.P. 03310Teléfono 56-04-01-27 ext. 6206www.dif.df.gob.mx","Subdirección de Operación y Fomento de Cooperativas
Prol. Xochicalco 1000 Edif. B, planta baja, Col. Santa Cruz Atoyac, Delegación Benito Juárez, C.P. 03310
Teléfono 56-04-01-27 ext. 6206
www.dif.df.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,0,0,1,1,0,0
Reactivación Económica,,INADEM,"Activo fijo
Asesoría/Capacitación
Comercialización",Subsidio,"Otorga apoyo económico a PyMEs que buscan iniciar o continuar con un proyecto productivo. El apoyo económico puede ser utilizado en la adquisición de activo fijo, capacitación, comercialización, entre otros.",Call Center de atención a dudas01(800) 08 32-666 opción 4Ing. Juan Dosal MondragónDirector de Reactivación EconómicaTel. 52296100 Ext. 32308e-mail: reactivacion@economia.gob.mx,"Call Center de atención a dudas
01(800) 08 32-666 opción 4

Ing. Juan Dosal Mondragón
Director de Reactivación Económica

Tel. 52296100 Ext. 32308
e-mail: reactivacion@economia.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,0,1,0,1,1,1,0,1,1,1
Reactivación Económica para el Programa Nacional para la Prevención Social de la Violencia y la Delincuencia y la Cruzada Nacional contra el Hambre,,INADEM,"Activo fijo
Asesoría/Capacitación
Comercialización",Subsidio,"Otorga apoyo económico a PyMEs que buscan iniciar o continuar con un proyecto productivo. El apoyo económico puede ser utilizado en la adquisición de activo fijo, capacitación, comercialización, entre otros.",Call Center de atención a dudas01(800) 08 32-666 opción 4Ing. Juan Dosal MondragónDirector de Reactivación EconómicaTel. 52296100 Ext. 32308e-mail: reactivacion@economia.gob.mx,"Call Center de atención a dudas
01(800) 08 32-666 opción 4

Ing. Juan Dosal Mondragón
Director de Reactivación Económica

Tel. 52296100 Ext. 32308
e-mail: reactivacion@economia.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,0,1,0,1,1,1,0,1,1,1
