ID,Prioridad,Nombre del Programa,Nombre de la modalidad/Categoría (si aplica),Institución a cargo,Características del apoyo,Mecanismo de entrega,Descripción del programa,Dato de contacto para pedir informes,Concatenar 1,Concatenar 2,Clasificación por prioridad (ya está en operación),Clasificación por prioridad (aún no existe),Número de Prioridad,Profesionista,Necesidad,Tradicional,Lifestyle,Cultural,Emp Social,Alto impacto,Aún no existe,Start up,Crecimiento,Consolidación
F-SAG-CG-01,Otros programas de interés,BECA EMPRENDEDORES,,Secretaría de Educación Pública (SEP),Beca,Subsidio,"Otorga un apoyo económico a aquellos alumnos que se encuentren desarrollando un plan de emprendimiento sobresaliente y que estén siendo formados en un Centro de 
 Emprendedores de Educación Media Superior (EMS) mediante el Modelo de Emprendedores de Educación Media Superior.","Nombre: Atención Ciudadana del PROBEMS
 Cargo: Ejecutivo de Alianzas Estratégicas
 Teléfono: 3601-1000 exts: 60540, 60625, 60541 y al 01800-1128893
 Correo electrónico: becasmediasuperior@sep.gob.mx",Otros programas de interés,,Diseñar o mejorar mi plan de negocios.,Diseñar o mejorar mi plan de negocios.,20,0,1,1,0,0,0,0,1,0,0,0
F-SAG-SA-00,Otros programas de interés,Subprograma Becas a la Capacitación para el Trabajo (BÉCATE),Capacitación para el Autoempleo,Secretaría del Trabajo y Fomento al Empleo del Distrito Federal (STyFE),"Beca
 Capacitación",Capacitación,"Imparte capacitación dirigida a desempleados o subempleados que de forma individual o grupal, están interesados en desarrollar una actividad productiva por cuenta propia. Además brinda apoyo económico durante el periodo de capacitación.","Responsable:
 C. Miguel Ángel Vera Luquín.
  
 Teléfono: 57097742",Otros programas de interés,,Diseñar o mejorar mi plan de negocios.,Diseñar o mejorar mi plan de negocios.,20,1,1,0,0,0,0,0,1,0,0,0
F-SAG-DR-01,Otros programas de interés,Capacitación para la Formación de Cooperativas,,Secretaría del Trabajo y Fomento al Empleo del Distrito Federal (STyFE),Asesoría/Capacitación,Capacitación,"Brinda cursos de capacitación para la formación de cooperativas. Los participantes obtienen los elementos básicos para la organización autogestiva y democrática, los principios cooperativos y la realización de proyectos productivos y de consumo.","Secretaría de Trabajo y Fomento al Empleo
 
 Bolívar # 231, 1er. piso, esq. con Diagonal 20 de Noviembre, col. Obrera. Delegación Cuauhtémoc, D.F. C.P. 06800.
 
 Coordinadora de Fomento Cooperativo
 Directora de Promoción al Empleo
 Lucia Sánchez Torres
 Correo: lsanchezt@df.gob.mx
 Tel. 55 78 61 88",Otros programas de interés,,Diseñar o mejorar mi plan de negocios.,Diseñar o mejorar mi plan de negocios.,20,0,1,1,0,0,1,0,1,1,0,0
F-STR-DH-00,Otros programas de interés,"Aceleradora de Empresas, Tecnológico de Monterrey, Campus Santa Fe",,"Tecnológico de Monterrey, Campus Santa Fe","Aesoría/Capacitación
 Consultoría","Capacitación
 Servicio","Servicios de tutoría y consultoría especializada para el desarrollo del modelo y plan de negocios para la creación de nuevas empresas de alto impacto. Se brinda también asesoría para la gestión de recursos públicos y privados, así como vinculación con diferentes actores del ecosistema emprendedor.","9177 8189 y 9177 8178
 http://ide.itesm.mx/
 correo electrónico: rcmejia@itesm.mx y Adriana.cervantes@itesm.mx
 Av. Carlos Lazo # 100 
 Col.Santa Fe
 Delg. Alvaro Obregón 
 C.P. 01389 
 México D.F.",Otros programas de interés,,Diseñar o mejorar mi plan de negocios.,Diseñar o mejorar mi plan de negocios.,20,0,0,0,0,1,1,1,1,1,1,0
E-SDC-IF-00,Otros programas de interés,Incubadora de Universidad de Londres,,Universidad de Londres,Asesoría/Capacitación,"Capacitación
 Servicio","Asesorías para incubación de nuevos negocios, planes de negocio y mejora, capacitaciones para desarrollo de habilidades empresariales, acompañamiento en gestión capital semilla.","5265 5265 ext. 162 o 195
 incubadora@udlondres.com
 www.udlondres.com/incubadora/index.html
 Orizaba no. 139, colonia Roma, Delegación Cuauhtémoc",Otros programas de interés,,Diseñar o mejorar mi plan de negocios.,Diseñar o mejorar mi plan de negocios.,20,0,0,1,1,1,1,0,1,1,0,0
E-SDC-IF-01,Otros programas de interés,Incubadora Manuel de Jesús Álvarez Campos,,Universidad La Salle A.C.,Asesoría/Capacitación,"Capacitación
 Servicio","Orientación en la conformación de una idea de negocio (pre incubación)
 Asesorías especializadas individuales para el desarrollo y termino de un plan de negocios (incubación de negocio)
 Vinculación con fuentes de financiamiento y acompañamiento empresarial (post incubación)","52789500 ext.1057
 mario.garcia2@ulsa.mx
 www.ulsa.mx
 Tamaulipas 261 Col. Condesa, Del. Cuauhtémoc. México D.F. Edificio 5 M de la Universidad La Salle, Coordinación de Vinculación",Otros programas de interés,,Diseñar o mejorar mi plan de negocios.,Diseñar o mejorar mi plan de negocios.,20,0,0,1,1,1,1,0,1,1,0,0
E-SDC-IF-02,Otros programas de interés,Incubadora de Empresas,,Delegación Xochimilco,Asesoría/Capacitación,Capacitación,Proceso de incubación de empresas para emprendedores que buscan iniciar su negocio.,"Juan Manuel González
 Dirección de Fomento Económico
 Tel. 5676 6852 
 Correo: jugonzalez@xochimilco.df.gob.mx",Otros programas de interés,,Diseñar o mejorar mi plan de negocios.,Diseñar o mejorar mi plan de negocios.,20,0,1,1,0,0,1,0,1,0,0,0
E-SDC-IF-05,Otros programas de interés,Incentivos fiscales,Incremento en plantilla laboral,Secretaría de Desarrollo Económico del Distrito Federal (SEDECO),Incentivos fiscales,Subsidio,Otorga incentivos fiscales a empresas que acrediten el crecimiento de su plantilla laboral o a aquellas que inicien operaciones.,"Teléfono. 5682 2096 ext. 126 y 318 
 correo: jessica.rodriguez@sedecodf.gob.mx",Otros programas de interés,,Contratar personal.,Contratar personal.,20,0,0,1,1,1,1,1,0,1,1,1
E-SDC-IF-06,Otros programas de interés,Incentivos fiscales,Residencia de la planta laboral,Secretaría de Desarrollo Económico del Distrito Federal (SEDECO),Incentivos fiscales,Subsidio,Otorga incentivos fiscales a empresas que contratan trabajadores dentro de su misma demarcación.,"Teléfono. 5682 2096 ext. 126 y 318 
 correo: jessica.rodriguez@sedecodf.gob.mx",Otros programas de interés,,Contratar personal.,Contratar personal.,20,0,0,1,1,1,1,1,0,0,1,1
E-STF-BJ-06,Otros programas de interés,Subprograma Becas a la Capacitación para el Trabajo (BÉCATE),Capacitación Mixta,Secretaría del Trabajo y Fomento al Empleo del Distrito Federal (STyFE),Vinculación,Vinculación,"Vincula a empresas en busca de personal con personas desempleadas que podrían ocupar las vacantes. Las empresas deben llevar a cabo un curso de capacitación, al final del cual tienen la posibilidad de contratar a los participantes.","Responsable:
 C. Miguel Ángel Vera Luquín.
  
 Teléfono: 57097742",Otros programas de interés,,Contratar personal.,Contratar personal.,20,0,0,1,0,0,1,1,0,0,1,1
E-STF-BJ-07,Otros programas de interés,Subprograma Becas a la Capacitación para el Trabajo (BÉCATE),Capacitación en la Práctica Laboral,Secretaría del Trabajo y Fomento al Empleo del Distrito Federal (STyFE),Vinculación,Vinculación,"Vincula a empresas en busca de personal con personas desempleadas que podrían ocupar las vacantes. Las empresas deben llevar a cabo un curso de capacitación, al final del cual tienen la posibilidad de contratar a los participantes.","Responsable:
 C. Miguel Ángel Vera Luquín.
  
 Teléfono: 57097742",Otros programas de interés,,Contratar personal.,Contratar personal.,20,0,0,1,0,0,1,1,0,0,1,1
P-BCF-BC-00,Otros programas de interés,Business Coaching Firm,,Business Coaching Firm SC,Consultoría,"Capacitación
 Servicio","Programa de entrenamiento enfocado a la realidad de la PyMe. Ofrece mentoría y capacitación en ventas, finanzas, sistematización de procesos, etc.","(55) - 5336-5224 y del int. 01-800-5entrena (368-7362)
 www.bcfmexico.com
 contacto@bcfmexico.com
 Coyoacán 04370, México DF.",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,0,0,1,1,0,0,0,1,1,1,0
D-CUA-AP-00,Otros programas de interés,Programa de Apoyo a PyMEs,,Delegación Cuajimalpa,"Asesoría/Capacitación
 Subsidio
 Vinculación","Subsidio
 Vinculación","Por medio del Tec de Monterrey, Campus Santa Fe, se imparten cursos de capacitación para impulsar negocios tradicionales. Además se otorga apoyo económico y se ofrece vinculación con fuentes de financiamiento.","Dirección de vinculación empresarial y de fomento cooperativo
 5276 6871",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,1,1,1,0,0,0,0,1,1,1,1
F-INA-FF-00,Otros programas de interés,Formación y Fortalecimiento de Capacidades Empresariales,,Instituto Nacional del Emprendedor (INADEM),"Asesoría/Capacitación
 Consultoría",Subsidio,"Otorga apoyo económico a PyMEs que requieren capacitación y/o consultoría en temas como: mercadotecnica, logística, finanzas, entre otros.","Call Center de atención a dudas
 01(800) 08 32-666 opción 4
 
 Mario Díaz Obrajero
 
 Av. Insurgentes Sur 1940, piso 10.
 Col. Florida, México, D.F.
 
 Tel. 52296100 Ext. 32163
 e-mail: mario.diaz@economia.gob.mx",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,0,0,"1c
 1d","1c
 1d","1c
 1d",1,1,0,1,1,1
D-IZT-TT-00,Otros programas de interés,Centro de Innovación y Transferencia Tecnológica (alianza con Coparmex),,Delegación Iztapalapa,Asesoría/Capacitación,Capacitación,Ofrece cursos en temas de interés para MiPyMEs impartidos por personal del IPN.,"Aldama no. 63, Col. Barrio San Lucas, C.P. 09000, Delegación Iztapalapa
 Víctor Manuel Alvarado García
 Coordinador de Desarrollo Sustentable
 54451149",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,0,0,1,1,0,1,1,1,1,1,1
D-MGC-PM-00,Otros programas de interés,Programa de Pequeñas y Medianas Empresas,,Delegación Magdalena Contreras,"Asesoría/Capacitación
 Comercialización","Capacitación 
 Comercialización",Ofrece cursos para MiPyMEs y participación en ferias.,"Lic. Erick Álvarez López/ Centro de Vinculación Empresarial
 Tel. 5449 – 6092 6092",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,0,1,1,0,0,0,0,0,1,1,0
P-MAP-MU-00,Otros programas de interés,Incubadora Multidisciplina Aplicada,,Multidisciplina Aplicada AC,"Asesoría/Capacitación
 Consultoría","Capacitación
 Servicio","Programa que imparte las habilidades, conocimientos, actitudes y herramientas que requiere el empresario para tener éxito.","56013820
 www.talento.org.mx
 orienta@talento.org.mx
 Tenayuca 55 desp. 202, Col. Letràn Valle",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,1,0,1,1,0,0,0,1,1,0,0
F-SAG-CG-02,Otros programas de interés,Productividad y Competitividad Agroalimentaria,Certificación para la Productividad Agroalimentaria,"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)","Asesoría/Capacitación
 Capital de trabajo y otros
 Certificación","Capacitación
 Subsidio","Fomenta la certificación, acreditación, verificación y/o pruebas de productos orgánicos, así como el etiquetado y uso del Distintivo Nacional de los Productos Orgánicos. Ofrece capacitación, subsidio para la compra de insumos, entre otros apoyos.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,0,0,1,0,0,1,1,0,1,1,1
F-SEC-AT-00,Otros programas de interés,Programa para el Desarrollo de las Industrias de Alta Tecnología (PRODIAT),,Secretaría de Economía,"Asesoría/Capacitación
 Certificación
 Consultoría",Subsidio,Otorga apoyo económico a empresas que buscan capacitar y certificar a su personal en temas como proceso y propiedad industrial. El apoyo también puede ser destinado a la contratación de consultoría que fortalezca el capital humano o mejore los productos que ofrece la empresa.,"Secretaría de Economía
 Subsecretaría de Industria y Comercio
 Dirección General de Industrias Pesadas y de Alta Tecnología
 
 Antonio Vigil Rivera
 Teléfono: (55) 5229 6100 Ext. 34439
 antonio.vigil@economia.gob.mx
 
 Judith Vianney Annett Magallanes
 Teléfono: (55) 5229 6100 Ext. 34415
 prodiat.judith@economia.gob.mx",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,0,0,0,0,0,1,1,0,1,1,1
F-STR-CT-00,Otros programas de interés,Programa de Apoyo a la Competitividad de las PYMES Turísticas,"Programa de Calidad Moderniza (Distintivo ""M"")",Secretaría de Turismo (SECTUR),Certificación,Capacitación,"Apoya a las MiPyMEs con capacitación que les permita alcanzar la certificación de Disintivo ""M"".","NOMBRE Lic. Hassibe Osman Dewitt 
 CARGO Directora de Calidad y Competitividad Turística 
 EMPRESA Dirección General de Servicios Turísticos de la Secretaría de Turismo del Gobierno del Distrito Federal. 
 DIRECCIÓN Av. Nuevo León No. 56, 9º Piso. 
 COLONIA Hipódromo Condesa 
 C.P. 06100 
 CIUDAD México 
 ESTADO Distrito Federal 
 TELÉFONO 52120260 al 62 Ext. 2402 
 FAX 52120250 al 62 Ext. 2107 
 CORREO ELECTRÓNICO hassibeod@mexicocity.gob.mx",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,0,0,1,1,0,1,0,0,0,1,1
F-STP-AU-00,Otros programas de interés,"Programa de Autogestión en Seguridad y Salud en el Trabajo
 (PASST)",,Secretaría del Trabajo y la Previsión Social (STPS),Asesoría/Capacitación,Capacitación,Otorga módulos de capacitación y asesoría en temas de seguridad y salud en el trabajo.,"Dirección General de Seguridad y Salud en el Trabajo 
 Lic. José Ignacio Villanueva Lagar 
 Av. Anillo Periférico Sur 4271,
 Edificio A, Nivel 5,
 Col. Fuentes del Pedregal, 
 Del. Tlalpan, 
 C.P. 14140 México, D.F. 
 dgsst@stps.gob.mx",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,0,0,1d,0,0,0,1,0,0,1,1
F-STP-OC-00,Otros programas de interés,Observatorio de la Capacitación.,,Secretaría del Trabajo y la Previsión Social (STPS),Asesoría/Capacitación,Vinculación,"Es un instrumento en línea que concentra y difunde la oferta nacional vigente, pública y privada de capacitación laboral.","Nombre: Lic. Felipe de Jesús Cuéllar Alejo 
 Cargo: Director de Capacitación a Distancia 
 Teléfono: (55) 2000 – 5100 ext. 3502 
 Correo electrónico: felipe.cuellar@stps.gob.mx 
 http://observatoriodelacapacitacion.stps.gob.mx/oc/",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,1,1,1,1,1,1,1,1,1,1,1
F-STP-CD-00,Otros programas de interés,"Programa de Capacitación a Distancia para Trabajadores
 (PROCADIST)",,Secretaría del Trabajo y la Previsión Social (STPS),Asesoría/Capacitación,Capacitación,Brinda cursos en línea para capacitar a los trabajadores en distintos temas.,"Nombre: Lic. Felipe de Jesús Cuéllar Alejo 
 Cargo: Director de Capacitación a Distancia 
 Teléfono: (55) 2000 – 5100 ext. 3502 
 Correo electrónico: felipe.cuellar@stps.gob.mx 
 http://procadist.stps.gob.mx/reglamento.html",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,0,0,1d,0,0,0,1,0,0,1,1
F-STP-TU-00,Otros programas de interés,Sistema Nacional de Capacitación Para el Sector Turismo (SNCST),,Secretaría del Trabajo y la Previsión Social (STPS),Asesoría/Capacitación,Vinculación,Es un instrumento en línea que conentra y difunde la oferta y demanda de capacitación para el sector turismo.,"Nombre: Lic. Felipe de Jesús Cuéllar Alejo 
 Cargo: Director de Capacitación a Distancia 
 Teléfono: (55) 2000 – 5100 ext. 3502 
 Correo electrónico: felipe.cuellar@stps.gob.mx 
 http://sistemanacionaldecapacitacion-turismo.stps.gob.mx/sncst/turismo.html",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,0,0,1d,0,0,0,1,0,0,1,1
F-STP-PO-03,Otros programas de interés,Programa de Apoyo para la Productividad,Capacitación específica por competencias,Secretaría del Trabajo y la Previsión Social (STPS),Asesoría/Capacitación,Subsidio,Otorga apoyo económico para que las empresas capaciten a sus trabajadores.,"Oficinas de la Dirección General de Productividad Laboral y Fomento de la Empleabilidad, ubicadas en Reforma No. 93, 
 piso 11, Colonia Tabacalera, México D.F. Teléfono 20005359.
 productividadlaboral@stps.gob.mx",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,0,0,1d,0,0,1,1,0,0,1,1
F-STP-PO-04,Otros programas de interés,Programa de Apoyo para la Productividad,Estímulos a la certificación de competencias laborales,Secretaría del Trabajo y la Previsión Social (STPS),Certificación,Subsidio,Otorga apoyo económico para que los trabajadores obtengan certificaciones en diferentes competencias laborales.,"Oficinas de la Dirección General de Productividad Laboral y Fomento de la Empleabilidad, ubicadas en Reforma No. 93, 
 piso 11, Colonia Tabacalera, México D.F. Teléfono 20005359.
 productividadlaboral@stps.gob.mx",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,0,0,1d,0,0,1,1,0,0,1,1
E-STF-CP-02,Otros programas de interés,Programa de Capacitación para el Impulso de la Economía Social (CAPACITES),Subprograma capacitación para el trabajo (SCAPAT),Secretaría del Trabajo y Fomento al Empleo del Distrito Federal (STyFE),Asesoría/Capacitación,Capacitación,Brinda cursos de capacitación tanto a empleados de una empresa como a personas que buscan insertarse en el mercado laboral.,"Secretaría de Trabajo y Fomento al Empleo del DF
 José María Izazaga No. 89, 5º piso
 Colonia Centro, CP 06010
 Cuauhtémoc, DF.
 5709-3222, 5709-1494 
 trabajo.gdf@gmail.com",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,1,1,1,0,0,0,0,1,1,1,1
D-TLA-CA-00,Otros programas de interés,Cursos CANACO,,Delegación Tláhuac,Asesoría/Capacitación,Capacitación,Ofrece cursos en temas de interés para MiPyMEs impartidos por personal de la CANACO.,"Avenida Tláhuac S/N, Esq. Nicolás Bravo
 México D.F
 Subdirección de Fomento Económico
 Tel. 58623250
 Guadalupe Murillo",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,0,1,1,0,0,0,0,1,1,1,0
D-TLP-EP-00,Otros programas de interés,Apoyo Económico para PyMEs,,Delegación Tlalpan,"Activo fijo
 Asesoria/Capacitación
 Capital de trabajo y otros","Capacitación
 Subsidio","Ofrece cursos impartidos por Nafin y apoyo económico de hasta $25,000 para apoyar a las MiPyMEs de la delegación.","Xochitl Castañeda 
 6363 5517
 xochitl.castaneda@tlalpan.gob.mx",Otros programas de interés,,Capacitar al personal de la empresa.,Capacitar al equipo emprendedor/personal de la empresa.,20,1,0,1,1,0,0,0,1,1,1,0
D-AOB-FE-00,Otros programas de interés,Fomento Empresarial,,Delegación Álvaro Obregón,"Activo fijo
 Capital de trabajo y otros",Subsidio,Otorga apoyo económico a personas que buscan iniciar o desarrollar su negocio.,"José Matías Rodríguez/ Coordinador de Fomento Cooperativo y al Empleo
 5276 6871",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,1,1,1,1,0,0,0,1,1,0,0
F-CDI-MI-00,Otros programas de interés,Programa Organización Productiva para Mujeres Indígenas (POPMI),,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"Activo fijo
 Asesoría/Capacitación",Subsidio,Otorga apoyo económico a grupos de mujeres que desean arrancar o ya cuentan con un proyecto productivo.,http://www.cdi.gob.mx/focalizada/popmi/index.php,Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,1,1,0,0,0,0,1,1,1,1
F-CDI-AP-00,Otros programas de interés,Programa de Coordinación para el Apoyo a la Producción (PROCAPI),,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"Activo fijo
 Asesoría/Capacitación
 Capital de trabajo y otros
 Comercialización","Subsidio
 Crédito",Otorga apoyo económico para la realización de proyectos productivos. El apoyo puede ser utlizado para cubrir diversas necesidades del proyecto.,http://www.cdi.gob.mx/focalizada/procapi/index.php,Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,1,1,0,0,0,0,1,1,1,1
F-CDI-TA-00,Otros programas de interés,Programa de Turismo Alternativo en Zonas Indígenas (PTAZI),,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"Activo fijo
 Asesoría/Capacitación
 Consultoría
 Comercialización
 Otros",Subsidio,Otorga apoyo económico a proyectos productivos indígenas relacionados con el turismo. El apoyo puede ser utlizado en diversas necesidades dependiendo de la etapa de desarrollo del proyecto.,http://www.cdi.gob.mx/focalizada/ptazi/index.php,Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,0,1,0,0,1,0,1,1,1,1
F-CDI-PP-01,Otros programas de interés,Programa para Mejoramiento de la Producción y Productividad Indígena,Mujer Indígena,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"Activo fijo
 Asesoría/Capacitación
 Capital de trabajo y otros",Subsidio,Otorga apoyo económico a grupos de mujeres indígenas que deseen arrancar o que ya cuenten con un proyecto productivo.,"http://www.cdi.gob.mx/index.php
 productivos@cdi.gob.mx.",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,1,1,0,0,0,0,1,1,1,1
F-CDI-PP-02,Otros programas de interés,Programa para Mejoramiento de la Producción y Productividad Indígena,Turismo de Naturaleza,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"Activo fijo
 Capital de trabajo y otros
 Consultoría",Subsidio,Otorga apoyo económico a los proyectos de la población indígena orientados al desarrollo de actividades que permitan aprovechar de manera sustentable los atractivos naturales o culturales de sus comunidades,"http://www.cdi.gob.mx/index.php
 productivos@cdi.gob.mx.",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,0,1,0,0,1,0,1,1,1,1
F-CDI-PP-03,Otros programas de interés,Programa para Mejoramiento de la Producción y Productividad Indígena,Proyectos Productivos Comunitarios,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"Activo fijo
 Asesoría/Capacitación
 Capital de trabajo y otros",Subsidio,"Otorga apoyo económico a la población indígena que desea emprender o consolidar proyectos productivos de actividades agrícola, pecuaria, forestal, pesquera, acuícola, agroindustrial y de servicios.","http://www.cdi.gob.mx/index.php
 productivos@cdi.gob.mx.",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,1,1,0,0,0,0,1,1,1,1
D-CUH-PJ-00,Otros programas de interés,Programa de Apoyo a Proyectos Productivos de Jóvenes,,Delegación Cuauhtémoc,Activo fijo,Subsidio,Otorga apoyo económico para la aquisición de maquinaria y herramientas.,"Director de Desarrollo Económico y Fomento Económico
 24523111 
 jpadilla91@hotmail.com",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,1,1,1,1,1,0,1,1,1,0
F-INA-FO-00,Otros programas de interés,Financiamiento oportuno para proyectos productivos.,,Financiera Rural - INADEM,"Activo fijo
 Capital de trabajo y otros",Crédito,"Otorga crédito para cualquier tipo de actividad económica que se desarrollo en poblaciones menores a 50,000 habitantes. El financiamiento puede ser destinado a Capital de trabajo y otros, infraestructura, equipamiento y liquidez.","Nombre: Marcela Lara Chávez 
 Cargo: Directora Ejecutiva de Promoción de Negocios con EIF 
 Teléfono: 5230 16 00 Ext 2458 
 Correo electrónico: : mlara@financierarural.gob.mx; slopez@financierarural.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,1,1,0,0,1,0,1,1,1,1
E-FDS-MA-00,Otros programas de interés,Programa de Microcréditos para el Autoempleo.,,Fondo para el Desarrollo Social de la Ciudad de México (FONDESO),"Activo fijo
 Capital de trabajo y otros",Crédito,Otorga crédito para emprendedores que buscan iniciar un negocio. Para acceder al crédito es necesario reunir un grupo de 5 a 15 personas.,"Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
 Teléfono: 5698 9060 
 Correo: fondeso@df.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,1,1,0,0,0,0,0,1,1,0,0
E-FDS-MP-00,Otros programas de interés,Programa de apoyo a la micro y pequeña empresa.,,Fondo para el Desarrollo Social de la Ciudad de México (FONDESO),"Activo fijo
 Capital de trabajo y otros",Crédito,"Otorga crédito a micro y pequeñas empresas. El crédito puede ser destinado a diferentes rubros como: insumos, gastos directos, nóminas, maquinaria, entre otros.","Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
 Teléfono: 91 80 07 79 ó 91 80 07 91 ext. 121,124 y 126
 Correo: fondeso@df.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,1,0,1,0,0,0,0,1,1,1,0
E-FDS-CP-00,Otros programas de interés,Programa de financiamiento para la comercialización de productos rurales,,Fondo para el Desarrollo Social de la Ciudad de México (FONDESO),"Activo fijo
 Capital de trabajo y otros",Crédito,"Otorga créditos para impulsar el desarrollo de proyectos rurales. El crédito puede ser destinado a distintos rubros como: insumos, mercancía, maquinaria, entre otros.","Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
 Teléfono: 91 80 07 79 ó 91 80 07 91 ext. 121,124 y 126
 Correo: fondeso@df.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,1,1,0,0,0,0,1,1,1,1
E-FDS-BN-00,Otros programas de interés,Bancarización,,Fondo para el Desarrollo Social de la Ciudad de México (FONDESO),Asesoría/Capacitación,Capacitación,"Apoya a los micro, pequeños, y medianos empresarios para que accedan a créditos de la banca privada.","Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
 Teléfono: 9180 0780, ext. 122
 Correo: fondeso@df.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,1,0,1,1,1,1,1,1,1,1,1
F-INA-RE-00,Otros programas de interés,Reactivación Económica,,Instituto Nacional del Emprendedor (INADEM),"Activo fijo
 Asesoría/Capacitación
 Comercialización",Subsidio,"Otorga apoyo económico a PyMEs que buscan iniciar o continuar con un proyecto productivo. El apoyo económico puede ser utilizado en la adquisición de activo fijo, capacitación, comercialización, entre otros.","Call Center de atención a dudas
 01(800) 08 32-666 opción 4
 
 Ing. Juan Dosal Mondragón
 Director de Reactivación Económica
 
 Tel. 52296100 Ext. 32308
 e-mail: reactivacion@economia.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,0,1,0,1,1,1,0,1,1,1
